F0,F1,F2,F3,F4,F5,F6,F7,F8,Task1,Task2
25,61200,M,1.0,P,5650,7.66,0.09,N,0,A
27,54120,M,2.0,V,6000,11.36,0.11,N,0,B
25,53600,R,1.0,E,7300,8.0,0.14,N,0,A
22,72000,T,6.0,V,15000,11.58,0.21,N,0,B
25,113000,M,8.0,V,21000,11.49,0.19,N,0,B
27,44000,R,11.0,V,3000,18.39,0.07,Y,0,E
34,70000,R,19.0,M,2400,11.99,0.03,N,0,B
22,42000,R,3.0,E,8500,12.53,0.2,N,0,B
34,30000,R,5.0,H,3600,6.92,0.12,N,1,A
24,74000,R,7.0,E,8000,15.62,0.11,Y,0,D
23,78000,M,0.0,V,25000,15.58,0.32,Y,0,D
27,81300,R,3.0,V,29000,12.69,0.36,N,1,B
36,70000,M,16.0,V,10000,9.88,0.14,N,0,B
23,84000,R,7.0,P,20000,11.11,0.24,N,0,B
27,58000,O,4.0,E,4000,11.14,0.07,N,0,B
24,25000,R,0.0,M,6950,14.42,0.28,Y,1,D
27,39000,R,3.0,D,16000,12.73,0.41,N,1,C
24,133800,R,0.0,D,9000,7.9,0.07,N,0,A
23,65000,M,1.0,D,7000,8.49,0.11,N,0,A
21,32000,R,5.0,D,6000,5.42,0.19,N,0,A
25,35000,R,4.0,V,4000,7.51,0.11,N,0,A
22,67145,M,2.0,E,10000,10.62,0.15,N,0,B
21,52500,R,0.0,D,2225,7.66,0.04,N,0,A
41,180000,O,13.0,M,14000,5.99,0.08,N,0,A
28,26000,R,2.0,D,5000,7.9,0.19,N,0,A
24,12360,O,2.0,M,1600,13.57,0.13,N,0,C
23,13200,O,3.0,D,4950,7.9,0.38,N,1,A
27,15600,R,11.0,H,2800,10.65,0.18,N,1,B
23,82500,M,0.0,P,5000,8.49,0.06,N,0,A
26,59000,R,2.0,V,18000,16.0,0.31,N,1,E
40,75600,M,9.0,V,14000,7.51,0.19,N,0,A
22,160000,O,6.0,V,7000,8.9,0.04,N,0,A
27,34000,R,0.0,E,15000,16.35,0.44,Y,1,E
42,40000,R,0.0,D,7200,10.75,0.18,N,0,B
26,48000,R,1.0,P,15000,18.64,0.31,Y,1,E
26,34000,R,10.0,D,6925,15.99,0.2,N,1,D
25,60000,R,3.0,P,12000,14.26,0.2,N,0,C
22,42000,R,4.0,E,7000,8.63,0.17,N,0,A
24,68000,R,0.0,P,7500,11.99,0.11,N,0,B
21,104000,M,5.0,E,15000,9.63,0.14,N,0,A
38,75000,M,8.0,H,25000,10.59,0.33,N,0,B
25,48996,R,9.0,M,10000,14.54,0.2,Y,1,D
26,60000,R,0.0,V,7200,11.14,0.12,N,0,B
25,55000,R,0.0,D,6000,10.65,0.11,N,0,B
27,31200,M,4.0,E,15000,14.27,0.48,Y,0,C
31,24996,M,6.0,P,6000,9.25,0.24,N,0,B
41,47000,M,5.0,E,7500,11.12,0.16,N,0,B
29,37920,R,2.0,M,12000,13.48,0.32,N,1,C
23,62000,R,7.0,V,4500,12.42,0.07,N,0,B
24,40040,R,0.0,M,7000,13.23,0.17,Y,0,C
28,75000,R,0.0,M,10500,9.63,0.14,N,0,B
21,65004,R,5.0,P,6000,7.68,0.09,N,0,A
32,39400,R,2.0,M,2500,7.14,0.06,N,0,A
28,103200,M,7.0,E,9000,9.88,0.09,N,0,B
35,88000,R,2.0,P,13600,7.9,0.15,N,0,A
37,27036,R,2.0,V,5000,11.49,0.18,N,0,B
22,44000,R,5.0,E,10000,15.95,0.23,N,0,D
31,122000,M,3.0,H,6000,9.38,0.05,N,0,A
23,50000,R,0.0,E,19400,12.69,0.39,N,1,B
36,185000,M,20.0,V,6000,10.0,0.03,N,0,B
22,55000,M,7.0,M,13500,9.67,0.25,N,0,B
24,47928,R,1.0,M,6000,12.53,0.13,N,0,B
24,38500,R,0.0,M,5000,14.84,0.13,N,1,D
23,100000,M,7.0,P,10000,10.59,0.1,N,0,B
30,40000,R,2.0,M,8500,12.53,0.21,N,0,C
24,47000,R,8.0,V,15000,18.64,0.32,N,1,E
30,240000,R,7.0,P,18000,7.88,0.07,N,0,A
23,38000,R,3.0,M,4000,14.26,0.11,N,0,C
23,22800,R,0.0,P,1600,13.06,0.07,N,0,C
22,107004,M,2.0,E,10000,7.29,0.09,N,0,A
28,54263,R,0.0,H,3500,11.66,0.06,N,0,C
23,40992,R,7.0,E,5000,10.99,0.12,N,0,B
21,36000,M,0.0,E,14000,6.54,0.39,N,1,A
31,24000,O,14.0,P,2000,16.29,0.08,N,0,D
25,100000,M,3.0,E,25000,10.75,0.25,N,0,B
23,24000,R,5.0,P,5000,10.75,0.21,N,0,B
23,115000,M,4.0,E,24000,7.9,0.21,N,0,A
28,55000,R,3.0,M,5000,12.53,0.09,Y,0,C
33,69000,R,8.0,H,7400,9.76,0.11,N,0,B
21,24996,O,5.0,V,5000,7.51,0.2,N,0,A
29,38000,M,5.0,E,8000,8.59,0.21,N,0,A
23,43000,R,1.0,E,3000,8.49,0.07,N,0,A
25,70000,R,9.0,E,6000,9.25,0.09,N,0,B
23,15000,R,3.0,D,5175,12.18,0.34,N,1,B
21,55200,M,5.0,V,8900,6.17,0.16,N,0,A
28,50000,O,3.0,H,8500,14.83,0.17,Y,0,D
32,85000,M,1.0,H,7500,10.78,0.09,N,0,C
30,67000,M,6.0,H,10000,6.99,0.15,N,0,A
38,60000,R,0.0,V,16000,13.22,0.27,N,0,C
24,69600,R,2.0,P,10000,8.38,0.14,N,0,A
27,65000,R,12.0,M,5000,13.99,0.08,Y,0,C
42,82500,R,3.0,D,2575,6.76,0.03,N,0,A
23,54000,R,7.0,E,5000,12.84,0.09,Y,1,C
25,54000,R,9.0,E,5400,7.88,0.1,N,0,A
49,95000,M,12.0,D,7500,6.03,0.08,N,0,A
21,35360,R,1.0,E,2200,7.49,0.06,N,0,A
34,61476,M,12.0,H,9200,7.74,0.15,N,0,A
25,33000,R,1.0,V,7100,14.65,0.22,Y,1,C
23,45000,R,2.0,D,1700,14.72,0.04,N,0,C
25,43000,M,5.0,D,10000,7.88,0.23,N,0,A
21,70000,M,6.0,D,6000,5.42,0.09,N,0,A
24,98000,M,8.0,V,10000,6.62,0.1,N,0,A
25,134748,M,4.0,H,25000,10.75,0.19,N,0,B
26,81600,R,10.0,M,8000,16.29,0.08,Y,1,D
22,38000,R,2.0,E,1500,13.22,0.04,Y,0,C
36,24000,R,2.0,D,8000,13.61,0.33,N,1,C
23,70000,M,5.0,E,20000,12.21,0.29,N,0,B
22,25000,O,1.0,M,2400,14.27,0.1,Y,0,C
22,36000,R,6.0,D,13000,11.14,0.36,N,1,B
21,41808,R,5.0,E,11000,17.19,0.26,Y,0,E
24,54080,M,8.0,P,8000,8.63,0.15,N,0,A
36,53000,R,5.0,M,5000,10.74,0.09,N,0,B
23,138000,R,7.0,D,24000,16.0,0.17,Y,1,D
24,125375,R,0.0,M,12000,14.27,0.08,N,1,C
40,73000,R,2.0,P,9975,16.29,0.14,Y,1,D
45,31200,R,11.0,P,4000,14.96,0.13,Y,0,D
25,62000,R,9.0,D,7000,7.49,0.11,N,0,A
33,36000,R,10.0,M,12325,6.54,0.34,N,1,A
27,35196,R,4.0,M,12250,13.23,0.35,N,1,C
27,69790,R,6.0,D,18000,10.25,0.26,N,0,B
34,30636,R,4.0,D,10000,10.37,0.33,N,1,B
21,45000,R,2.0,E,7000,7.51,0.16,N,0,A
22,32000,R,3.0,D,4800,16.49,0.15,Y,1,D
24,66000,R,8.0,P,9600,11.26,0.15,N,0,B
22,56000,R,0.0,D,7000,11.36,0.13,N,0,B
26,48000,R,2.0,E,10700,9.63,0.22,N,0,A
22,53000,M,0.0,D,5025,7.49,0.09,N,0,A
29,120000,M,5.0,M,9000,10.25,0.07,N,0,B
23,64000,M,7.0,D,8000,10.99,0.13,N,0,B
37,600000,O,11.0,H,16000,10.25,0.03,N,0,B
29,27996,O,5.0,H,1800,5.42,0.06,N,0,A
25,30000,R,6.0,E,4000,16.49,0.13,Y,0,D
25,72000,M,9.0,E,14000,12.42,0.19,N,0,B
29,59354,M,5.0,M,9600,13.67,0.14,Y,1,D
29,200000,R,2.0,D,15000,10.37,0.07,N,0,B
27,45468,R,2.0,V,4000,13.99,0.09,Y,0,C
25,17400,R,0.0,E,3000,11.83,0.17,N,1,B
22,50000,M,7.0,E,12800,7.88,0.26,N,0,A
28,56000,M,4.0,D,15000,7.49,0.27,N,0,A
27,35000,M,3.0,M,6000,16.69,0.17,N,1,E
24,36000,R,1.0,M,7000,6.03,0.19,N,0,A
24,85392,R,9.0,M,9600,7.29,0.11,N,0,A
33,80000,M,9.0,V,6000,11.11,0.07,N,0,B
23,85000,O,3.0,M,15000,15.33,0.18,Y,0,D
25,180000,O,9.0,M,20000,14.26,0.11,Y,0,C
26,87000,M,10.0,D,10000,9.99,0.11,N,0,B
26,30000,O,3.0,V,1925,6.03,0.06,N,0,A
25,50000,M,9.0,D,18000,7.88,0.36,N,0,A
27,58000,R,0.0,E,4600,13.99,0.08,N,0,C
23,57000,M,6.0,E,17500,14.09,0.31,Y,0,D
25,120000,M,9.0,H,20000,11.14,0.17,N,0,B
35,30000,R,4.0,M,14125,12.99,0.47,Y,1,C
23,78000,R,4.0,P,24000,13.92,0.31,N,1,C
24,57000,M,3.0,V,5500,8.0,0.1,N,0,A
22,44000,R,0.0,P,7500,8.32,0.17,N,0,A
31,90000,M,3.0,V,16500,12.61,0.18,N,0,C
24,73000,R,1.0,D,5000,9.01,0.07,N,0,B
28,140000,R,9.0,H,12000,7.88,0.09,N,0,A
28,300000,M,12.0,E,10125,15.23,0.03,N,0,C
53,24000,R,0.0,E,5000,14.42,0.21,Y,1,D
23,70000,M,7.0,E,20000,6.17,0.29,N,0,A
25,35000,R,3.0,V,2400,12.53,0.07,N,0,B
23,57600,R,1.0,D,4000,7.75,0.07,N,0,A
22,60000,M,6.0,E,6000,6.62,0.1,N,0,A
21,25000,R,0.0,D,3800,8.59,0.15,N,0,A
33,80000,R,5.0,P,1800,10.75,0.02,N,0,B
33,91384,M,17.0,E,1600,10.25,0.02,N,0,B
23,55000,R,1.0,M,8000,5.42,0.15,N,0,A
24,12000,O,4.0,V,2500,12.69,0.21,N,1,B
29,26004,M,13.0,D,4000,14.74,0.15,Y,1,D
24,15915,R,0.0,P,2000,15.05,0.13,Y,1,D
30,93500,R,3.0,E,9925,12.09,0.11,Y,0,C
22,41838,R,0.0,M,6600,16.89,0.16,N,1,D
23,58000,T,0.0,V,16000,12.21,0.28,N,0,B
29,65004,M,7.0,E,5000,6.17,0.08,N,0,A
24,80000,O,8.0,V,12000,7.49,0.15,N,0,A
33,42000,M,3.0,D,13000,7.9,0.31,N,0,A
24,95004,M,0.0,M,18000,13.35,0.19,N,0,C
26,19800,R,0.0,M,4725,11.22,0.24,N,1,C
29,21000,R,2.0,E,8000,11.71,0.38,N,1,B
23,40000,R,1.0,E,9000,12.61,0.23,Y,0,C
21,35000,R,0.0,M,3500,9.62,0.1,N,0,B
31,79100,M,4.0,M,19150,6.99,0.24,N,0,A
28,52000,M,0.0,P,7500,9.32,0.14,N,0,A
31,112000,R,5.0,P,23000,12.18,0.21,N,0,B
25,65000,O,3.0,V,8700,7.88,0.13,N,0,A
23,36000,R,0.0,V,11000,13.11,0.31,Y,1,C
27,70000,R,11.0,P,25000,11.71,0.36,N,1,B
39,36000,R,2.0,M,6000,8.49,0.17,N,0,A
27,91000,M,2.0,H,3000,5.99,0.03,N,0,A
23,35000,R,5.0,P,5000,6.99,0.14,N,0,A
31,72000,M,7.0,V,5000,6.92,0.07,N,0,A
24,65000,O,6.0,P,4400,16.89,0.07,N,0,D
24,42000,R,0.0,M,3000,12.73,0.07,N,0,C
31,56004,R,3.0,E,9000,14.46,0.16,Y,1,D
24,23700,R,8.0,V,10000,9.32,0.42,N,1,A
23,50000,R,3.0,E,10000,9.91,0.2,N,0,B
25,365000,M,7.0,V,35000,10.65,0.1,N,0,B
34,128148,M,2.0,D,15000,5.99,0.12,N,0,A
24,50000,R,1.0,M,18000,12.42,0.36,N,1,B
22,53000,M,6.0,D,1000,15.27,0.02,Y,0,C
25,5000,R,0.0,E,1000,9.64,0.2,N,1,B
25,70000,M,9.0,P,1000,12.69,0.01,N,0,B
25,78000,M,4.0,D,2400,11.86,0.03,N,0,B
29,35000,R,1.0,P,10625,7.9,0.3,N,0,A
34,50004,R,5.0,V,8500,9.45,0.17,N,0,B
29,60000,R,2.0,V,11200,14.22,0.19,Y,0,C
34,42000,R,5.0,M,18825,7.9,0.45,N,1,A
22,34000,R,4.0,M,3800,18.25,0.11,Y,1,D
31,90000,M,9.0,D,15000,7.9,0.17,N,0,A
37,43000,R,1.0,V,4200,13.49,0.1,Y,0,C
25,50000,O,9.0,E,9175,19.42,0.18,N,0,E
25,125800,M,0.0,M,10000,14.09,0.07,N,1,D
32,145000,M,1.0,D,20000,11.36,0.14,N,0,B
34,58000,O,8.0,M,3000,6.76,0.05,N,0,A
28,42000,R,3.0,M,8800,12.42,0.21,N,0,B
25,25000,R,8.0,V,9250,10.75,0.37,N,1,B
31,40000,M,5.0,H,11000,9.99,0.28,N,0,B
23,44160,R,4.0,E,10000,14.27,0.23,Y,0,C
24,115000,M,8.0,E,15000,11.48,0.13,N,0,B
24,60000,M,8.0,P,10000,14.42,0.17,N,0,D
24,35000,O,2.0,V,3600,9.99,0.1,N,0,B
23,105999,M,6.0,V,8550,9.88,0.08,N,0,B
22,50000,M,4.0,M,8000,10.59,0.16,N,0,B
27,49000,R,3.0,P,3000,14.96,0.06,Y,0,D
30,50000,R,4.0,P,6000,5.79,0.12,N,0,A
28,80000,R,0.0,V,22000,9.76,0.28,N,0,B
33,27996,R,0.0,V,4800,9.63,0.17,N,0,A
24,41000,R,1.0,M,7000,12.53,0.17,N,0,C
31,123000,M,15.0,V,19000,13.47,0.15,Y,0,C
25,15600,O,0.0,V,3200,18.09,0.21,N,1,F
38,33000,R,2.0,V,2000,16.89,0.06,N,1,D
22,60000,R,1.0,P,7000,14.65,0.12,N,0,C
27,42000,M,0.0,M,4200,6.76,0.1,N,0,A
29,32800,R,13.0,M,12000,16.45,0.37,N,1,E
25,60000,M,9.0,V,12000,10.99,0.2,N,0,B
25,129600,M,0.0,P,3000,11.12,0.02,N,0,B
22,105000,R,4.0,V,6000,9.99,0.06,N,0,B
24,24000,R,0.0,M,6825,5.42,0.28,N,0,A
23,80000,M,7.0,P,4000,7.51,0.05,N,0,A
23,39996,M,5.0,E,10000,7.51,0.25,N,0,A
25,70000,M,1.0,D,11300,14.65,0.16,Y,0,C
20,94000,R,4.0,E,5000,16.02,0.05,N,0,D
23,41000,M,7.0,E,6000,6.03,0.15,N,0,A
28,34800,O,1.0,V,10000,12.99,0.29,N,0,C
25,107000,M,4.0,D,24000,5.99,0.22,N,0,A
32,70000,M,3.0,V,4000,5.79,0.06,N,0,A
31,29400,R,2.0,M,10000,13.87,0.34,N,1,D
22,120000,M,0.0,E,16800,15.62,0.14,N,0,D
33,33504,R,4.0,D,9600,10.99,0.29,N,0,B
30,91644,M,14.0,V,5000,11.03,0.05,Y,0,C
27,101004,M,2.0,M,11025,7.9,0.11,N,0,A
22,41800,M,3.0,V,3100,6.76,0.07,N,0,A
26,88000,M,6.0,E,7700,14.79,0.09,Y,1,C
32,86400,R,2.0,V,15000,6.03,0.17,N,0,A
22,60000,R,6.0,M,8000,7.88,0.13,N,0,A
36,140000,M,21.0,P,8000,6.99,0.06,N,0,A
23,94940,M,4.0,V,2000,5.42,0.02,N,0,A
27,82000,M,11.0,V,10000,7.51,0.12,N,0,A
36,112455,R,3.0,D,6400,9.99,0.06,N,0,B
26,37800,M,10.0,H,7000,14.96,0.19,N,1,D
48,60000,M,0.0,D,2500,7.29,0.04,N,0,A
26,37000,R,0.0,P,14000,9.88,0.38,N,1,B
26,27000,R,0.0,V,8000,11.11,0.3,N,0,B
22,44000,R,3.0,H,3600,13.43,0.08,Y,1,C
27,57770,M,3.0,P,9975,11.49,0.17,N,0,B
29,48000,R,6.0,E,6025,10.65,0.13,N,0,B
22,126500,R,1.0,D,19200,13.79,0.15,N,0,C
38,90000,M,1.0,D,7000,6.99,0.08,N,0,A
22,50000,R,6.0,E,11000,13.49,0.22,Y,0,C
31,125000,O,5.0,M,30000,7.51,0.24,N,0,A
24,29000,R,4.0,P,2500,10.99,0.09,N,0,B
23,32000,R,3.0,D,5000,14.79,0.16,N,0,C
21,13200,O,0.0,V,4500,12.98,0.34,N,1,C
29,58000,R,0.0,E,20000,9.91,0.34,N,1,B
22,50508,R,5.0,V,6000,5.42,0.12,N,0,A
50,75000,R,4.0,V,5000,13.23,0.07,N,0,C
25,60000,M,9.0,V,15000,8.49,0.25,N,0,A
29,67000,R,1.0,E,15000,13.57,0.22,N,0,C
23,29472,R,3.0,D,11000,13.49,0.37,N,1,C
32,86800,M,6.0,H,2800,7.88,0.03,N,0,A
22,49000,R,1.0,E,5000,15.62,0.1,Y,1,D
26,37500,M,4.0,D,7000,6.54,0.19,N,0,A
31,30000,R,5.0,M,1000,9.25,0.03,N,0,B
37,61260,M,2.0,M,6350,7.51,0.1,N,0,A
22,63996,M,6.0,D,4000,5.42,0.06,N,0,A
24,90000,R,6.0,H,15000,17.27,0.17,Y,0,D
26,21000,R,3.0,P,5000,6.99,0.24,N,0,A
24,51000,M,4.0,H,8500,8.94,0.17,N,0,A
24,70000,R,2.0,D,13000,10.0,0.19,N,0,B
46,52800,M,1.0,M,2800,6.76,0.05,N,0,A
23,114000,O,7.0,V,6000,8.49,0.05,N,0,A
34,18000,R,0.0,D,1500,11.48,0.08,N,1,B
22,32240,R,3.0,P,15000,13.22,0.47,N,1,C
22,43000,R,3.0,M,10000,16.77,0.23,N,1,D
24,32000,R,0.0,M,12500,12.87,0.39,Y,1,C
26,60000,M,4.0,E,7000,9.62,0.12,N,0,B
23,74196,R,2.0,E,18500,11.26,0.25,N,0,B
28,92800,M,0.0,M,12500,9.63,0.13,N,0,A
25,72000,M,9.0,V,3200,6.39,0.04,N,0,A
25,30000,M,5.0,E,3600,12.42,0.12,N,0,B
28,75000,R,6.0,E,8000,7.9,0.11,N,0,A
23,43000,R,7.0,E,1000,7.51,0.02,N,0,A
23,60228,R,7.0,M,8000,12.98,0.13,Y,0,C
49,70872,M,4.0,D,15000,14.84,0.21,N,1,D
25,15996,R,1.0,E,2000,13.48,0.13,Y,0,C
27,129996,M,2.0,V,12800,14.84,0.1,Y,1,D
29,50000,M,0.0,P,6300,6.62,0.13,N,0,A
73,39240,R,0.0,M,1800,12.53,0.05,N,0,B
24,50004,R,0.0,E,14000,12.21,0.28,N,0,B
23,82000,R,2.0,P,20900,12.69,0.25,N,0,B
30,36000,R,6.0,D,4500,13.49,0.13,Y,0,C
30,44000,M,1.0,E,6800,6.91,0.15,N,0,A
30,69996,R,0.0,P,2000,10.65,0.03,N,0,B
24,45000,M,8.0,V,6000,7.51,0.13,N,0,A
24,37000,R,8.0,M,6000,6.76,0.16,N,0,A
22,80000,R,5.0,D,3600,12.69,0.04,N,0,B
27,64000,M,11.0,M,3500,11.99,0.05,N,0,B
33,45600,M,1.0,E,4000,5.99,0.09,N,0,A
23,92004,R,2.0,D,8000,11.49,0.09,N,0,B
25,63000,R,6.0,V,4200,14.22,0.07,N,0,C
22,62250,R,3.0,P,24000,16.45,0.39,Y,1,E
25,104000,M,9.0,H,14000,10.99,0.13,N,0,B
23,28644,M,2.0,E,10000,10.75,0.35,N,0,B
30,29120,R,0.0,D,5400,7.14,0.19,N,0,A
22,50650,R,4.0,D,6000,11.86,0.12,N,0,B
23,40000,M,3.0,M,5000,5.42,0.13,N,0,A
25,30000,M,9.0,V,5000,6.03,0.17,N,0,A
24,45000,R,0.0,M,5000,7.88,0.11,N,0,A
23,18000,R,5.0,D,4000,10.99,0.22,N,1,B
22,108000,O,2.0,V,8000,15.27,0.07,Y,0,C
23,45000,R,0.0,V,2100,11.48,0.05,N,0,B
25,93500,M,1.0,H,14000,12.23,0.15,N,0,C
35,40000,R,0.0,M,5600,9.76,0.14,N,0,B
27,75852,M,0.0,D,4000,9.32,0.05,N,0,A
29,30000,R,12.0,D,1500,11.49,0.05,N,1,B
25,150000,M,9.0,P,20000,8.88,0.13,N,0,B
31,106000,M,15.0,D,2400,9.63,0.02,N,0,B
28,52260,M,4.0,E,9000,7.51,0.17,N,0,A
22,75000,R,2.0,D,21000,10.0,0.28,N,0,B
27,74000,M,3.0,P,25000,11.46,0.34,N,1,B
22,51000,R,2.0,E,3200,10.99,0.06,N,0,B
28,90522,M,4.0,D,12000,6.91,0.13,N,0,A
35,19200,R,4.0,M,3000,16.4,0.16,Y,1,E
30,73524,M,2.0,E,10000,14.74,0.14,N,0,D
21,58800,M,5.0,E,25000,14.09,0.43,N,0,D
24,60000,R,0.0,H,1675,6.54,0.03,N,0,A
22,33600,R,5.0,P,12000,9.91,0.36,N,1,B
26,62400,R,0.0,P,5500,9.76,0.09,N,0,B
30,70000,R,0.0,M,5850,5.79,0.08,N,0,A
26,24000,M,1.0,H,6000,10.99,0.25,N,0,B
24,65453,R,9.0,M,24250,15.7,0.31,N,1,D
34,39996,R,0.0,D,4750,9.25,0.12,N,0,B
23,70560,R,1.0,M,9600,7.9,0.14,N,0,A
33,54000,M,3.0,E,10000,15.23,0.19,Y,0,C
22,88000,R,6.0,D,25000,15.58,0.28,Y,1,D
24,60000,M,0.0,E,8000,15.65,0.13,N,0,D
32,48000,R,1.0,H,8000,14.42,0.17,Y,1,D
22,60000,M,2.0,E,3500,9.99,0.06,N,0,B
22,42000,R,5.0,D,17000,7.66,0.4,N,1,A
23,74000,M,4.0,V,20000,11.48,0.27,N,0,B
80,64000,R,7.0,M,6800,11.71,0.11,N,0,B
21,50000,R,0.0,P,12000,11.71,0.24,N,0,B
27,75000,O,11.0,H,6000,13.47,0.08,N,0,C
25,70000,R,9.0,H,15000,16.02,0.21,N,0,D
29,28140,R,0.0,M,5000,7.29,0.18,N,0,A
31,100000,R,2.0,V,10000,8.49,0.1,N,0,A
24,24000,O,2.0,V,10000,6.92,0.42,N,0,A
29,72000,R,4.0,E,24000,7.66,0.33,N,1,A
29,45204,R,8.0,M,4000,11.48,0.09,N,0,B
22,54996,M,3.0,E,12000,9.63,0.22,N,0,B
28,33280,R,6.0,P,12000,7.66,0.36,N,1,A
31,32496,M,2.0,P,1800,9.63,0.06,N,0,B
28,85100,M,12.0,E,8000,7.51,0.09,N,0,A
27,26592,R,1.0,P,2500,7.14,0.09,N,1,A
27,88000,R,11.0,V,9000,6.91,0.1,N,0,A
22,125004,M,6.0,E,30000,7.9,0.24,N,0,A
26,55400,R,1.0,M,1500,12.84,0.03,N,0,C
24,43275,R,4.0,M,17000,13.47,0.39,N,1,C
25,103000,R,9.0,H,12800,15.7,0.12,Y,0,D
25,62393,T,0.0,M,20000,15.05,0.27,Y,1,D
28,53500,R,4.0,V,5000,12.18,0.09,N,0,B
28,30000,R,2.0,D,6000,11.49,0.2,N,1,B
22,275000,O,6.0,V,12000,11.58,0.04,N,0,B
29,140000,M,4.0,M,24000,7.88,0.17,N,0,A
36,54996,R,4.0,M,10000,13.47,0.18,N,0,C
29,45000,R,0.0,D,9000,12.69,0.2,N,0,B
33,21600,R,3.0,D,10000,12.53,0.46,N,1,B
23,56000,R,4.0,D,15000,12.69,0.27,N,1,B
30,33600,M,5.0,E,9000,6.91,0.27,N,0,A
28,31200,O,0.0,E,4350,5.99,0.14,N,0,A
43,97000,M,0.0,M,14000,11.71,0.14,N,0,B
25,110500,R,9.0,V,6400,13.67,0.06,N,0,D
24,32004,M,5.0,V,14000,12.73,0.44,N,0,C
29,32000,M,13.0,H,8000,5.99,0.25,N,0,A
27,67200,M,2.0,H,10750,6.91,0.16,N,0,A
29,32000,R,1.0,M,6525,16.07,0.2,Y,1,D
24,65000,M,6.0,P,11000,11.49,0.17,N,0,B
22,42000,R,1.0,M,10000,12.42,0.24,N,0,B
23,62352,O,7.0,E,29800,10.65,0.48,N,0,B
36,150000,M,5.0,E,7000,7.29,0.05,N,0,A
48,54000,M,1.0,H,2000,5.99,0.04,N,0,A
27,98004,R,8.0,H,10000,6.54,0.1,N,0,A
36,136000,M,0.0,E,4800,14.72,0.04,Y,0,C
31,35000,R,1.0,V,3000,14.74,0.09,Y,1,D
25,59400,M,9.0,E,18500,12.73,0.31,Y,0,C
37,60000,R,0.0,D,3000,12.53,0.05,Y,0,C
27,117000,R,7.0,P,1800,12.42,0.02,N,0,B
23,48800,R,3.0,E,15000,11.36,0.31,N,1,B
22,41000,M,6.0,D,7000,7.9,0.17,N,1,A
30,84996,M,4.0,P,8000,12.69,0.09,N,0,B
23,30000,M,4.0,M,4000,16.32,0.13,Y,1,D
28,39600,R,11.0,E,1500,12.69,0.04,N,0,B
27,48000,R,2.0,M,5000,11.58,0.1,N,0,B
27,80000,R,8.0,H,12800,18.67,0.16,Y,0,F
21,70000,R,5.0,E,4000,7.9,0.06,N,0,A
31,20000,R,7.0,D,5075,12.54,0.25,Y,0,C
25,48996,R,9.0,E,11000,7.88,0.22,N,0,A
24,30000,R,6.0,M,6000,7.51,0.2,N,0,A
26,55700,R,2.0,H,8000,13.49,0.14,Y,1,C
30,50000,M,0.0,E,10000,16.89,0.2,N,0,D
24,36000,R,8.0,V,8000,11.48,0.22,N,0,B
25,30000,M,9.0,V,8000,9.32,0.27,N,0,A
32,55000,R,0.0,P,8000,10.0,0.15,N,0,B
29,35000,M,1.0,P,3600,8.0,0.1,N,0,A
31,62050,R,5.0,M,5800,14.11,0.08,Y,1,D
33,62130,R,6.0,H,9050,7.29,0.15,N,0,A
43,33500,R,4.0,P,6225,14.79,0.19,N,0,C
30,52000,R,3.0,D,12000,7.91,0.23,N,0,A
23,44000,M,3.0,M,5400,10.99,0.12,N,1,B
23,42000,R,4.0,P,10000,5.42,0.24,N,0,A
25,56204,R,3.0,M,12000,14.11,0.21,Y,1,D
30,115000,M,3.0,D,20000,14.59,0.17,N,1,D
24,7800,R,1.0,E,1000,11.36,0.13,N,0,B
24,49000,R,4.0,M,5000,10.65,0.1,N,0,B
25,28800,R,0.0,D,5500,9.76,0.19,N,0,B
23,26000,R,3.0,M,4500,8.49,0.17,N,1,A
39,60000,M,1.0,E,17000,14.65,0.28,Y,0,C
25,50600,O,3.0,P,3000,7.51,0.06,N,0,A
24,45888,R,5.0,M,9000,5.79,0.2,N,0,A
23,58000,O,4.0,M,15000,10.25,0.26,N,0,B
34,93600,R,15.0,E,20000,15.31,0.21,N,0,D
22,60200,R,2.0,D,6325,7.51,0.11,N,0,A
25,45000,R,0.0,V,10000,12.98,0.22,Y,0,C
36,174462,R,9.0,V,20000,17.04,0.11,N,1,E
21,30000,R,4.0,E,3000,16.32,0.1,Y,0,D
23,58000,O,4.0,M,6400,13.48,0.11,Y,0,C
24,78500,M,8.0,V,6000,7.49,0.08,N,0,A
25,225000,M,9.0,H,21000,11.11,0.09,N,0,B
44,66000,M,13.0,P,5000,13.48,0.08,Y,0,C
27,120000,M,11.0,P,8000,5.99,0.07,N,0,A
24,37200,R,2.0,P,6000,9.99,0.16,N,0,B
23,62000,M,0.0,V,18000,14.46,0.29,Y,0,D
28,40000,M,1.0,M,10000,7.29,0.25,N,0,A
22,38000,M,4.0,M,18000,8.9,0.47,N,0,A
26,35000,M,10.0,H,2500,9.25,0.07,N,0,B
26,50000,M,8.0,V,8000,10.59,0.16,N,0,B
27,42000,R,9.0,P,8000,7.29,0.19,N,0,A
22,37308,M,0.0,P,8400,9.99,0.23,N,0,B
35,29568,M,6.0,P,6000,13.23,0.2,Y,0,C
31,50000,R,2.0,M,18000,13.48,0.36,Y,1,C
32,30000,R,3.0,M,3600,14.11,0.12,Y,1,D
